video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
cbbrlKl4Fak,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus cure hear from top scientist who spent years devising cure for covid  msnbc,MSNBC,News & Politics,none,312916,2588,0,823,2020-03-17T00:49:39Z,"Washington,Health,Ari Melber,White House,Global Health,Coronavirus,The Beat with Ari Melber,MSNBC,NBC News,breaking news,us news,world news,politics,top stories,pop culture,liberal,progressive,ari melber msnbc,msnbc live,ari melber live,news,Coronavirus Cure,University of North Carolina,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",PT5M19S,hd,True,https://i.ytimg.com/vi/cbbrlKl4Fak/default.jpg,https://www.youtube.com/watch?v=cbbrlKl4Fak
2WgNLO67Z18,UCaXkIU1QidjPwiAYu6GcHjg,answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,11140,219,0,48,2021-01-11T17:29:47Z,"Coronavirus,The Week with Joshua Johnson,The Week,MSNBC,NBC News,nbc,news,breaking news,us news,world news,current events,top stories,pop culture,political news,msnbc live,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,right wing terrorists,terrorism,domestic terrorism,capitol building seige,washing dc,dc,dc riots,president trump,2020 election,us protest,us protest capitol,Us protest 2021",PT6M42S,hd,True,https://i.ytimg.com/vi/2WgNLO67Z18/default.jpg,https://www.youtube.com/watch?v=2WgNLO67Z18
5BQ8l8grQ4g,UCaXkIU1QidjPwiAYu6GcHjg,us suffers deadliest day of coronavirus outbreak thus far  morning joe  msnbc,MSNBC,News & Politics,none,1318879,7220,0,5656,2020-03-31T11:59:49Z,"News,Health,Donald Trump,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Suffers Deadliest Day,confirmed cases",PT9M15S,hd,True,https://i.ytimg.com/vi/5BQ8l8grQ4g/default.jpg,https://www.youtube.com/watch?v=5BQ8l8grQ4g
qlxsHz1YfMA,UCaXkIU1QidjPwiAYu6GcHjg,daycare centers begin to reopen with coronavirus precautions amid pandemic  msnbc,MSNBC,News & Politics,none,8184,62,0,57,2020-06-12T18:30:58Z,"Coronavirus,msnbc,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,quarantine,social distancing,virus protection,coronavirus outbreak,COVID-19,pandemic,coronavirus prevention,covid-19 news,NBC News,nbc,news,us news,Rehema Ellis,childcare,daycare,day care,child care,daycare coronavirus,dependent care,childcare coronavirus,child care coronavirus,covid 19 daycare,covid 19 child care,coronavirus restrictions",PT2M25S,hd,True,https://i.ytimg.com/vi/qlxsHz1YfMA/default.jpg,https://www.youtube.com/watch?v=qlxsHz1YfMA
QwGfY5CJJZ0,UCaXkIU1QidjPwiAYu6GcHjg,answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,4118,123,0,52,2021-02-15T15:29:46Z,"The Week with Joshua Johnson,The Week,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,Covid-19 outbreak",PT8M32S,hd,True,https://i.ytimg.com/vi/QwGfY5CJJZ0/default.jpg,https://www.youtube.com/watch?v=QwGfY5CJJZ0
YpbKKD1NAlE,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus outbreak continues with two new cases in washington state  msnbc,MSNBC,News & Politics,none,409016,3145,0,2058,2020-03-01T20:30:16Z,"Health,Coronavirus,msnbc",PT3M5S,hd,True,https://i.ytimg.com/vi/YpbKKD1NAlE/default.jpg,https://www.youtube.com/watch?v=YpbKKD1NAlE
Tm_KWLzEhNE,UCaXkIU1QidjPwiAYu6GcHjg,study coronavirus pandemic may last two years without vaccine  the th hour  msnbc,MSNBC,News & Politics,none,203923,1003,0,761,2020-05-02T04:43:08Z,"News,National Security,Health,Healthcare,Brian Williams,Donald Trump,Best of last night,Global Health,Science,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Vaccine,Coronavirus Pandemic,Dr. Michael Osterholm,covid-19,covid-19 protection,virus infection,social distancing,pandemic,covid-19 saftey measures,cdc",PT2M1S,hd,True,https://i.ytimg.com/vi/Tm_KWLzEhNE/default.jpg,https://www.youtube.com/watch?v=Tm_KWLzEhNE
orWhiVs8Kjg,UCaXkIU1QidjPwiAYu6GcHjg,answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,5411,115,0,62,2021-02-01T15:29:48Z,"The Week with Joshua Johnson,The Week,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",PT7M59S,hd,True,https://i.ytimg.com/vi/orWhiVs8Kjg/default.jpg,https://www.youtube.com/watch?v=orWhiVs8Kjg
7T6iH0OJ_Sk,UCaXkIU1QidjPwiAYu6GcHjg,how many days is someone contagious before coronavirus symptoms start to appear  msnbc,MSNBC,News & Politics,none,115912,668,0,155,2020-03-18T20:29:52Z,"Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus latest news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,coronavirus us,coronavirus news",PT1M45S,hd,True,https://i.ytimg.com/vi/7T6iH0OJ_Sk/default.jpg,https://www.youtube.com/watch?v=7T6iH0OJ_Sk
szORuX9KVc4,UCaXkIU1QidjPwiAYu6GcHjg,rosy outlook from trump on coronavirus pandemics deadliest day in us  the th hour  msnbc,MSNBC,News & Politics,none,1025446,6242,0,4648,2020-04-16T04:56:13Z,"News,Republicans,National Security,Health,Healthcare,Politics,White House,Brian Williams,Donald Trump,Best of last night,Global Health,Coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,covid-19 news,covid-19 updates,covid-19 outbreak,corona",PT8M45S,hd,True,https://i.ytimg.com/vi/szORuX9KVc4/default.jpg,https://www.youtube.com/watch?v=szORuX9KVc4
c8TltWFwKuA,UCaXkIU1QidjPwiAYu6GcHjg,cuomo on coronavirus this is a character test for all of us  msnbc,MSNBC,News & Politics,none,63935,541,0,300,2020-03-17T17:59:49Z,"Andrew Cuomo,U.S. news,Health,Coronavirus,msnbc,NBC News,news,breaking news,us news,world news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,illness,center for disease control,safety,symptoms,sickness,virus protection,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,Cuomo On Coronavirus,Character Test",PT1M15S,hd,True,https://i.ytimg.com/vi/c8TltWFwKuA/default.jpg,https://www.youtube.com/watch?v=c8TltWFwKuA
BPnWazsVOok,UCaXkIU1QidjPwiAYu6GcHjg,what its like covering trump during the coronavirus pandemic  the th hour  msnbc,MSNBC,News & Politics,none,250613,2589,0,801,2020-04-22T04:40:54Z,"Republicans,Media,National Security,Health,Healthcare,White House,Brian Williams,New York,Donald Trump,Best of last night,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Coronavirus Pandemic,covid-19,abnormal presidency,global virus outbreak,Jonathan Karl,Front Row at the Trump Show,covid-19 news",PT4M16S,hd,True,https://i.ytimg.com/vi/BPnWazsVOok/default.jpg,https://www.youtube.com/watch?v=BPnWazsVOok
-2h2bQYO-0E,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus pandemic cases continue to sweep across us  morning joe  msnbc,MSNBC,News & Politics,none,98499,1114,0,291,2020-07-21T12:59:48Z,"Politics,Russia,Donald Trump,Congress,Homeland Security,Campaign Finance,Joe Biden,Best of last night,2020 Elections,Decision 2020,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus symptoms,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",PT8M46S,hd,False,https://i.ytimg.com/vi/-2h2bQYO-0E/default.jpg,https://www.youtube.com/watch?v=-2h2bQYO-0E
sBmQam6kY0Q,UCaXkIU1QidjPwiAYu6GcHjg,racial and wealth disparities laid bare by coronavirus pandemic  msnbc,MSNBC,News & Politics,none,22445,318,0,90,2020-04-24T05:59:48Z,"Race,National Security,Health,Healthcare,Economy,Best of last night,Global Health,Poverty,Science,Wealth,Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,Racial And Wealth Disparities,Coronavirus Pandemic,Dr. Vin Gupta,racial and wealth,covid-19,us news 2020,us news today,coronavirus outbreak 2020,coronavirus outbreak in usa,covid-19 news,covid-19 updates",PT2M41S,hd,True,https://i.ytimg.com/vi/sBmQam6kY0Q/default.jpg,https://www.youtube.com/watch?v=sBmQam6kY0Q
W6NLnZnYSLs,UCaXkIU1QidjPwiAYu6GcHjg,what made the coronavirus an uneven pandemic  morning joe  msnbc,MSNBC,News & Politics,none,17100,259,0,122,2021-03-23T15:59:49Z,"U.S. news,Health,World News,Best of last night,Coronavirus,Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,news,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe live,morning joe today,cdc,quarantine,social distancing,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,covid-19 news,covid-19 updates,covid-19 outbreak,Corona",PT6M8S,hd,True,https://i.ytimg.com/vi/W6NLnZnYSLs/default.jpg,https://www.youtube.com/watch?v=W6NLnZnYSLs
wXzrP7dBb1g,UCaXkIU1QidjPwiAYu6GcHjg,the coronavirus pandemic one year later  morning joe  msnbc,MSNBC,News & Politics,none,51237,654,0,419,2021-03-11T12:59:50Z,"U.S. news,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,quarantine,symptoms,social distancing,virus protection,outbreak,COVID-19,pandemic,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,news,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe live,Morning joe today",PT4M20S,hd,True,https://i.ytimg.com/vi/wXzrP7dBb1g/default.jpg,https://www.youtube.com/watch?v=wXzrP7dBb1g
2gq5FV4rEgQ,UCaXkIU1QidjPwiAYu6GcHjg,dr lipi roy answering your questions about the coronavirus pandemic  msnbc,MSNBC,News & Politics,none,4210,70,0,70,2021-04-11T16:17:13Z,"The Week with Joshua Johnson,The Week",PT7M8S,hd,True,https://i.ytimg.com/vi/2gq5FV4rEgQ/default.jpg,https://www.youtube.com/watch?v=2gq5FV4rEgQ
Ev7JetAKVTo,UCaXkIU1QidjPwiAYu6GcHjg,trump shifts coronavirus response responsibility to states  the th hour  msnbc,MSNBC,News & Politics,none,58330,643,0,320,2020-03-31T05:14:15Z,"Republicans,Democrats,Washington,National Security,Health,White House,Brian Williams,New York,Donald Trump,Food,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,news",PT1M44S,hd,True,https://i.ytimg.com/vi/Ev7JetAKVTo/default.jpg,https://www.youtube.com/watch?v=Ev7JetAKVTo
2kEM0XZf4Bo,UCaXkIU1QidjPwiAYu6GcHjg,global hunger crisis intensified by coronavirus pandemic  mtp daily  msnbc,MSNBC,News & Politics,none,23559,253,0,64,2020-12-15T20:39:06Z,"First Read,Politics,MTP Daily,Best of last night,Coronavirus,MTP Daily with Chuck Todd,Chuck Todd,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Liberal News,news,chuck todd live,msnbc chuck todd,chuck todd msnbc,social distancing,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,global Hunger Crisis,World Food Program",PT2M2S,hd,True,https://i.ytimg.com/vi/2kEM0XZf4Bo/default.jpg,https://www.youtube.com/watch?v=2kEM0XZf4Bo
2QIB9E7IoVM,UCaXkIU1QidjPwiAYu6GcHjg,how the coronavirus pandemic could change america forever  the th hour  msnbc,MSNBC,News & Politics,none,59268,526,0,195,2020-04-21T04:41:13Z,"News,Society,Republicans,National Security,Health,Healthcare,White House,Labor and Workers' Rights,Economy,Brian Williams,Donald Trump,Best of last night,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc",PT3M40S,hd,True,https://i.ytimg.com/vi/2QIB9E7IoVM/default.jpg,https://www.youtube.com/watch?v=2QIB9E7IoVM
uCQkIdxZykE,UCaXkIU1QidjPwiAYu6GcHjg,six reasons for optimism amid coronavirus pandemic  morning joe  msnbc,MSNBC,News & Politics,none,24965,382,0,78,2020-07-16T14:59:47Z,"News,Health,Politics,Economy,Best of last night,Coronavirus,Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,breaking news,current events,US news,politics news,political news,elections,morning joe full,morning joe live,morning joe today,coronavirus us,coronavirus news,quarantine,social distancing,coronavirus outbreak,pandemic,coronavirus pandemic,Corona,Joseph Allen,Harvard School,Public Health,Optimism",PT4M32S,hd,True,https://i.ytimg.com/vi/uCQkIdxZykE/default.jpg,https://www.youtube.com/watch?v=uCQkIdxZykE
pEVJUgPZfBE,UCaXkIU1QidjPwiAYu6GcHjg,world health organization declares coronavirus a pandemic  andrea mitchell  msnbc,MSNBC,News & Politics,none,87285,859,0,375,2020-03-11T17:12:38Z,"Andrea Mitchell,Coronavirus,Andrea Mitchell Reports,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,andrea mitchell msnbc,andrea mitchell live,news,breaking news,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,cdc,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,covid-19 news,covid-19 updates",PT2M52S,hd,True,https://i.ytimg.com/vi/pEVJUgPZfBE/default.jpg,https://www.youtube.com/watch?v=pEVJUgPZfBE
E7dIDW6icDw,UCaXkIU1QidjPwiAYu6GcHjg,pfizer confirms high coronavirus vaccine effectiveness  morning joe  msnbc,MSNBC,News & Politics,none,33791,502,0,219,2021-03-11T15:02:48Z,"Morning Joe,Joe Scarborough,Mika Brzezinski,Willie Geist,MSNBC,MSNBC news,MSNBC live,MSNBC TV,news,breaking news,current events,US news,politics,politics news,political news,elections,morning joe full,morning joe live,morning joe today,coronavirus,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,cdc,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Coronavirus Vaccine,Pfizer Chairman,Albert Bourla,Pfizer",PT3M51S,hd,False,https://i.ytimg.com/vi/E7dIDW6icDw/default.jpg,https://www.youtube.com/watch?v=E7dIDW6icDw
kNFwBPmynA4,UCaXkIU1QidjPwiAYu6GcHjg,us now has the most coronavirus deaths surpassing italy  msnbc,MSNBC,News & Politics,none,2864934,13184,0,11648,2020-04-11T17:38:20Z,"Alex Witt,Coronavirus,Weekends with Alex Witt",PT1M41S,hd,True,https://i.ytimg.com/vi/kNFwBPmynA4/default.jpg,https://www.youtube.com/watch?v=kNFwBPmynA4
0tSACr4-fW8,UCaXkIU1QidjPwiAYu6GcHjg,wrong choice of words fauci walks back criticism of trump coronavirus response  msnbc,MSNBC,News & Politics,none,593981,3405,0,2625,2020-04-13T23:09:06Z,"Coronavirus,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,Fauci,Fauci Walks Back,Criticism Of Trump,Coronavirus Response,Dr. Fauci,criticize President Trump,President Trump’s response,shutdown,donald trump,coronavirus us,coronavirus outbreak,virus protection,coronavirus pandemic,anthony fauci,president donald trump,COVID-19,coronavirus latest news,covid-19 updates",PT3M47S,hd,True,https://i.ytimg.com/vi/0tSACr4-fW8/default.jpg,https://www.youtube.com/watch?v=0tSACr4-fW8
3PunhcmRlYc,UCaXkIU1QidjPwiAYu6GcHjg,richmond nursing home at center of virginia coronavirus outbreak  hallie jackson  msnbc,MSNBC,News & Politics,none,39093,342,0,189,2020-04-09T16:29:46Z,"Hallie Jackson,Coronavirus,MSNBC,NBC News,news coverage,news,breaking news,us news,world news,politics,current events,top stories,pop culture,liberal,hallie jackson msnbc,msnbc live,coronavirus update,coronavirus news,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona",PT3M22S,hd,True,https://i.ytimg.com/vi/3PunhcmRlYc/default.jpg,https://www.youtube.com/watch?v=3PunhcmRlYc
JrL_nB4dyn0,UCaXkIU1QidjPwiAYu6GcHjg,trump its not racist to call coronavirus the chinese virus  the th hour  msnbc,MSNBC,News & Politics,none,1013846,6037,0,8761,2020-03-19T05:01:24Z,"Republicans,Race,Asia,National Security,Health,Healthcare,White House,Brian Williams,China,Donald Trump,Global Health,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,news,The president,Chinese virus,coronavirus pandemic,Ian Bremmer,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,cdc,center for disease control",PT2M48S,hd,True,https://i.ytimg.com/vi/JrL_nB4dyn0/default.jpg,https://www.youtube.com/watch?v=JrL_nB4dyn0
Fwg9n01bdro,UCaXkIU1QidjPwiAYu6GcHjg,jon meacham coronavirus has become a partisan pandemic  morning joe  msnbc,MSNBC,News & Politics,none,498899,3686,0,2243,2020-04-03T13:00:49Z,"News,Health,Donald Trump,Best of last night,Coronavirus,Morning Joe,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,cdc,center for disease control,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak,corona,Partisan Pandemic,Jon Meacham",PT11M21S,hd,True,https://i.ytimg.com/vi/Fwg9n01bdro/default.jpg,https://www.youtube.com/watch?v=Fwg9n01bdro
tBbKfmeFk4E,UCaXkIU1QidjPwiAYu6GcHjg,trump campaigns in wisconsin as cdc warns coronavirus outbreak  the th hour  msnbc,MSNBC,News & Politics,none,231468,3278,0,1093,2020-06-26T04:38:43Z,"News,Republicans,Democrats,Congress,National Security,Health,Healthcare,Politics,White House,Brian Williams,Joe Biden,Donald Trump,Best of last night,Global Health,2020 Elections,Decision 2020,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Trump Campaigns,Campaigns In Wisconsin,CDC,Coronavirus Outbreak,covid-19,COVID-19 outbreak",PT6M50S,hd,True,https://i.ytimg.com/vi/tBbKfmeFk4E/default.jpg,https://www.youtube.com/watch?v=tBbKfmeFk4E
yLyDCMjdbVQ,UCaXkIU1QidjPwiAYu6GcHjg,dr ashish jha on the coronavirus pandemic the end is not near  craig melvin  msnbc,MSNBC,News & Politics,none,29601,624,0,154,2020-10-19T17:29:53Z,"Craig Melvin,Coronavirus,MSNBC,NBC News,news,breaking news,us news,world news,politics,current events,top stories,pop culture,business,health,liberal,progressive,craig melvin live,msnbc live,craig melvin msnbc,coronavirus update,coronavirus us,cdc,quarantine,symptoms,social distancing,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus prevention,covid-19 news,covid-19 updates,covid-19 outbreak,Corona",PT4M9S,hd,True,https://i.ytimg.com/vi/yLyDCMjdbVQ/default.jpg,https://www.youtube.com/watch?v=yLyDCMjdbVQ
3x5-AbdB-Bk,UCaXkIU1QidjPwiAYu6GcHjg,coronavirus pandemic highlights environmental injustice in trump era  msnbc,MSNBC,News & Politics,none,44348,565,0,110,2020-03-31T02:19:49Z,"Culture,Flint,Environment,Coronavirus,msnbc,MSNBC,news,breaking news,us news,world news,politics,current events,top stories,pop culture,liberal,MSNBC live,NBC News,business,health,progressive,The Beat with Ari Melber,Ari Melber,ari melber msnbc,msnbc live,ari melber live",PT7M4S,hd,True,https://i.ytimg.com/vi/3x5-AbdB-Bk/default.jpg,https://www.youtube.com/watch?v=3x5-AbdB-Bk
YOu3er_zpAo,UCaXkIU1QidjPwiAYu6GcHjg,us shatters daily coronavirus case count as omicron surges,MSNBC,News & Politics,none,26866,336,0,308,2021-12-31T05:00:15Z,"Lawrence O'Donnell,covid cases,covid,omicron,delta,covid surge,msnbc,us news,news",PT6M20S,hd,False,https://i.ytimg.com/vi/YOu3er_zpAo/default.jpg,https://www.youtube.com/watch?v=YOu3er_zpAo
tSDrVpLQPTQ,UCaXkIU1QidjPwiAYu6GcHjg,engel its easy to scapegoat foreigners amid coronavirus pandemic  andrea mitchell  msnbc,MSNBC,News & Politics,none,30100,319,0,175,2020-03-18T18:34:02Z,"Coronavirus,Andrea Mitchell,MSNBC,NBC News,nbc,news,breaking news,us news,world news,politics,current events,top stories,pop culture,political news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus symptoms,illness,cdc,center for disease control,safety,symptoms,sickness,virus protection,outbreak,coronavirus outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",PT1M58S,hd,True,https://i.ytimg.com/vi/tSDrVpLQPTQ/default.jpg,https://www.youtube.com/watch?v=tSDrVpLQPTQ
vnOB7EEmGII,UCaXkIU1QidjPwiAYu6GcHjg,ny gov cuomo on coronavirus why do the poorest pay the highest price  the th hour  msnbc,MSNBC,News & Politics,none,141694,895,0,1015,2020-04-09T05:09:12Z,"News,Republicans,Democrats,National Security,Health,Healthcare,Economy,Brian Williams,New York,Donald Trump,Best of last night,Global Health,Jobs,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,Progressive News,Liberal News,Brian Williams msnbc,11th hour,11th hour msnbc,Andrew Cuomo,coronavirus news,coronavirus update,new york governor,Donna Edwards,congresswoman Donna",PT2M40S,hd,True,https://i.ytimg.com/vi/vnOB7EEmGII/default.jpg,https://www.youtube.com/watch?v=vnOB7EEmGII
VZfYsPMn5ow,UCaXkIU1QidjPwiAYu6GcHjg,supreme court postpones oral arguments over coronavirus pandemic  msnbc,MSNBC,News & Politics,none,52505,325,0,196,2020-03-16T15:24:18Z,"Politics,Coronavirus,msnbc,NBC News,nbc,news,breaking news,us news,world news,current events,top stories,pop culture,political news,msnbc live,coronavirus update,coronavirus us,coronavirus news,coronavirus latest news,coronavirus symptoms,illness,center for disease control,safety,symptoms,sickness,virus protection,outbreak,COVID-19,pandemic,coronavirus pandemic,coronavirus outbreak,coronavirus explained,covid-19 news,covid-19 updates,covid-19 outbreak",PT4M8S,hd,True,https://i.ytimg.com/vi/VZfYsPMn5ow/default.jpg,https://www.youtube.com/watch?v=VZfYsPMn5ow
5QQBUqzU5II,UCaXkIU1QidjPwiAYu6GcHjg,trump hints at early end to coronavirus restrictions as pandemic accelerates  the th hour  msnbc,MSNBC,News & Politics,none,1348757,9819,0,7161,2020-03-24T05:20:19Z,"News,Republicans,National Security,Health,Healthcare,White House,Brian Williams,Best of last night,Global Health,Trump Impeachment Inquiry,Coronavirus,The 11th Hour with Brian Williams,The 11th Hour,MSNBC,MSNBC News,MSNBC Live,US News,Current Events,11th hour,11th hour msnbc,COVID-19,pandemic,outbreak,coronavirus pandemic,coronavirus outbreak,coronavirus prevention,covid-19 news,covid-19 updates,covid-19 outbreak,Trump",PT7M7S,hd,True,https://i.ytimg.com/vi/5QQBUqzU5II/default.jpg,https://www.youtube.com/watch?v=5QQBUqzU5II
